lemma,gen,phon,freq_lex_books,freq_lex_subtitles,freq_frcow,last_process_broad,last_process_narrow,prefix,compound,conversion,suffix,suffix_broad,sfx_base,sfx_base_pos,autonomous_base,base_stem_phon,sfx_allomorph,der_stem_phon,edit_distance,pattern,pattern_tf,pattern_rel_tf,base_der_sim,offset_sim
sifflet,m,si.flɛ,17.91,4.61,17931,suffix,suffix,0,0,0,et,et,siffler,V,TRUE,sifl,ɛ,sifl,0,_~_ɛ,15,0.535714285714286,0.655003190040588,0.327870908644505
sifflotement,m,si.flɔ.tə.mɑ̃,0.34,0.01,73,suffix,suffix,0,0,0,ment,ment,siffloter,V,TRUE,siflOt,əmɑ̃,siflɔt,0,_O_~_ɔ_əmɑ̃,27,0.160714285714286,0.54673558473587,0.382051692559863
signal,m,si.ɲal,23.11,39.61,189528,suffix,suffix,0,0,V0,al,al,signe,N,TRUE,UNKNOWN,al,siɲ,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.397253811359406,0.572134563930709
signalement,m,si.ɲa.lə.mɑ̃,2.7,3.43,20814,suffix,suffix,0,0,0,ment,ment,signaler,V,TRUE,siɲal,əmɑ̃,siɲal,0,_~_əmɑ̃,114,0.678571428571429,0.370554178953171,0.673533914998245
signalisation,f,si.ɲa.li.za.sjɔ̃,1.08,0.52,34959,suffix,suffix,0,0,0,ion,ion,signaliser,V,TRUE,siɲaliz,asjɔ̃,siɲaliz,0,_~_asjɔ̃,83,0.597122302158273,0.643893778324127,0.437525001608003
signataire,m,si.ɲa.tɛʁ,0.95,0.26,52846,suffix,suffix,0,0,A,aire,aire,signer,V,TRUE,siɲ,atɛʁ,siɲ,0,_~_atɛʁ,3,0.090909090909091,0.548629879951477,0.131371838062731
signor,m,si.ɲɔʁ,2.64,5.36,451,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sikh,f,sik,1.49,0.17,1375,simplex,borrowing,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sikh,m,sik,1.49,0.17,1375,simplex,borrowing,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
silence,m,si.lɑ̃s,325.54,106.43,271218,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
silencieux,m,si.lɑ̃.sjø,2.84,1.53,6241,conversion,conversion-A,0,0,A,eux,eux,silence,N,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
silex,m,si.lɛks,5.14,0.33,9678,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
silicone,f,si.li.kon,0,2.42,17291,polylexical,neoclassical_compound,0,neoclassical,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
silicose,f,si.li.koz,0.34,0.19,989,suffix,suffix,0,0,0,ose,ose,silice,N,TRUE,silis,oz,silik,1,_s~_koz,1,0.333333333333333,0.342113703489304,0.705685641040978
sillage,m,si.jaʒ,10.88,1.43,22893,suffix,suffix,0,0,0,age,age,siller,V,TRUE,UNKNOWN,aʒ,sij,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.130663722753525,0.062864128714184
sillon,m,si.jɔ̃,12.3,0.72,21871,suffix,suffix,0,0,V0,on,on,siller,V,TRUE,UNKNOWN,ɔ̃,sij,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.272805988788605,-0.035813135009982
similitude,f,si.mi.li.tyd,1.55,0.87,29922,suffix,suffix,0,0,0,itude,itude,simil-,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
simple,m,sɛ̃pl,11.15,10.67,29430,conversion,conversion-A,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
simplification,f,sɛ̃.pli.fi.ka.sjɔ̃,0.61,0.15,43064,suffix,suffix,0,0,0,ion,ion,simplifier,V,TRUE,sɛ̃plifik,asjɔ̃,sɛ̃plifik,0,_~_asjɔ̃,83,0.597122302158273,0.562911152839661,0.535528786834587
simulateur,m,si.my.la.tœʁ,0.68,1.05,21487,suffix,suffix,0,0,A,eurM,eurM2,simuler,V,TRUE,simyl,atœʁ,simyl,0,_~_atœʁ,22,0.125,0.470827162265778,0.601558301543632
singerie,f,sɛ̃.ʒe.ʁi,2.23,0.9,1054,suffix,suffix,0,0,0,erie,erie,singe,N,TRUE,sɛ̃ʒ,ʁi,sɛ̃ʒe,1,_~_eʁi,1,0.018518518518519,0.371087938547134,0.372716678781991
singularité,f,sɛ̃.gy.la.ʁi.te,3.11,0.89,32537,suffix,suffix,0,0,0,ité,ité,singulier,A,TRUE,sɛ̃gyljɛʁ,ite,sɛ̃gylaʁ,2,_jɛ_~_a_ite,1,0.018181818181818,0.630439162254334,0.798064176868274
sinus,m,si.nys,1.01,1.3,8575,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sioniste,f,sjO.nist,0.07,0.32,10364,suffix,suffix,0,0,A,iste,iste,Sion,NP,TRUE,UNKNOWN,ist,sjOn,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
sioniste,m,sjO.nist,0.07,0.32,10364,suffix,suffix,0,0,A,iste,iste,Sion,NP,TRUE,UNKNOWN,ist,sjOn,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
sirop,m,si.ʁo,8.18,5.75,31395,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sisal,m,si.zal,0.34,0.03,1062,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
site,m,sit,4.46,17.17,3752554,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
skaï,m,skaj,1.82,0.12,1182,simplex,antonomasia,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
skieur,m,skjœʁ,1.28,1.13,11267,suffix,suffix,0,0,0,eurM,eurM1,skier,V,TRUE,skj,œʁ,skj,0,_~_œʁ,134,0.761363636363636,0.56299614906311,0.603295114897218
skiff,m,skif,0.27,0.14,2606,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
skipper,m,ski.pœʁ,0.07,1.32,6866,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
smala,f,sma.la,0.61,0.2,1040,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
smash,m,smatʃ,0.2,0.4,4175,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
snack,m,snak,0.95,1.21,7699,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
snack-bar,m,snak.baʁ,0.61,0.23,678,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
snobinarde,f,snO.bi.naʁd,0.07,0.46,53,conversion,conversion-A,0,0,A,arde,ard,snob,A,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
soc,m,sɔk,1.89,0.57,12080,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
socialisme,m,sO.sja.lizm,6.76,4.9,59290,suffix,suffix,0,0,0,isme,isme,social,A,TRUE,sOsjal,izm,sOsjal,0,_~_izm,21,0.636363636363636,0.31690913438797,0.272870149406874
sociologue,f,sO.sjO.lɔg,1.55,0.93,57444,polylexical,neoclassical_compound,0,neoclassical,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
socle,m,sɔkl,8.45,0.72,63894,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
softball,m,sɔft.bol,0,0.69,559,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
soie,f,swa,51.62,10.38,52157,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
soif,f,swaf,35.54,31.82,60567,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
soiffard,m,swa.faʁ,0.54,0.33,240,conversion,conversion-A,0,0,A,ard,ard,soif,N,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
soiffarde,f,swa.faʁd,0.54,0.33,20,conversion,conversion-A,0,0,A,arde,ard,soif,N,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
soignante,f,swa.ɲɑ̃t,0.27,0.1,1,suffix,suffix,0,0,0,ante,ant,soigner,V,TRUE,swaɲ,ɑ̃t,swaɲ,0,_~_ɑ̃t,5,0.714285714285714,UNKNOWN,UNKNOWN
soigneur,m,swa.ɲœʁ,0.95,0.16,4610,suffix,suffix,0,0,0,eurM,eurM1,soigner,V,TRUE,swaɲ,œʁ,swaɲ,0,_~_œʁ,134,0.761363636363636,0.289156019687653,0.654457437329838
soir,m,swaʁ,562.64,575.7,917968,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
soixantaine,f,swa.sɑ̃.tɛn,4.53,0.42,24367,suffix,suffix,0,0,0,aine,ain,soixante,NUM,TRUE,UNKNOWN,ɛn,swasɑ̃t,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.563563585281372,0.890347457030462
soldatesque,f,sɔl.da.tɛsk,0.81,0,1007,conversion,conversion-A,0,0,A,esque,esque,soldat,N,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
solde,f,sɔld,9.05,6.76,101592,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
solde,m,sɔld,9.05,6.76,101592,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
solitaire,m,sO.li.tɛʁ,8.31,3.62,18232,conversion,conversion-A,0,0,A,aire,aire,solitude,N,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
somnambule,f,sOm.nɑ̃.byl,4.73,2.71,2155,polylexical,neoclassical_compound,0,neoclassical,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
son,m,sɔ̃,67.84,47.51,500256,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
songe-creux,m,sɔ̃ʒ.kʁø,0.41,0.01,87,polylexical,native_compound,0,VERB-ADV,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
songerie,f,sɔ̃.ʒə.ʁi,1.69,0.16,279,suffix,suffix,0,0,0,erie,erie,songer,V,TRUE,sɔ̃ʒ,əʁi,sɔ̃ʒ,0,_~_əʁi,40,0.740740740740741,0.200450927019119,0.337130962546443
sophiste,f,sO.fist,0.47,0.1,4467,suffix,suffix,0,0,0,iste,iste,soph-,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
sorcier,m,sɔʁ.sje,14.66,54.09,40369,conversion,conversion-A,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sornette,f,sɔʁ.nɛt,1.69,1.83,2787,suffix,suffix,0,0,0,ette,et,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sortie,f,sɔʁ.ti,75.27,47.81,609957,conversion,conversion-V12,0,0,V12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sortir,m,sɔʁ.tiʁ,10.61,5.16,30989,conversion,conversion-VINF,0,0,VINF,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sosie,m,sO.zi,1.22,1.89,6859,simplex,antonomasia,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
soubresaut,m,su.bʁə.so,6.96,0.53,7543,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
soudaineté,f,su.dɛ.nə.te,1.28,0.05,1163,suffix,suffix,0,0,0,té,ité,soudain,A,TRUE,sudɛn,əte,sudɛn,0,_~_əte,6,0.6,0.626959383487701,0.438724942664066
soudanais,m,su.da.nɛ,0.07,0.24,1265,suffix,suffix,0,0,A,ais,ais,Soudan,NP,TRUE,UNKNOWN,ɛ,sudan,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
soudard,m,su.daʁ,2.23,0.16,1253,suffix,suffix,0,0,0,ard,ard,solde,N,TRUE,sɔld,aʁ,sud,2,_ɔl_~_u_aʁ,1,0.045454545454545,-0.0925472676754,0.104415330159358
soudeur,m,su.dœʁ,0.27,1.42,4093,suffix,suffix,0,0,0,eurM,eurM1,souder,V,TRUE,UNKNOWN,œʁ,sud,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.365312427282333,0.516133985132464
soudure,f,su.dyʁ,1.08,1.35,22521,suffix,suffix,0,0,0,ureF,ureF,souder,V,TRUE,UNKNOWN,yʁ,sud,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.516231954097748,0.596059681057982
soufflet,m,su.flɛ,6.22,0.47,9514,suffix,suffix,0,0,0,et,et,souffler,V,TRUE,sufl,ɛ,sufl,0,_~_ɛ,15,0.535714285714286,0.262445747852325,0.519051915060109
souffleuse,f,su.fløz,1.22,1.35,447,suffix,suffix,0,0,0,euse,eurM1,souffler,V,TRUE,sufl,øz,sufl,0,_~_øz,31,0.96875,0.279130429029465,0.660214059673039
souillon,f,su.jɔ̃,1.08,0.99,509,suffix,suffix,0,0,0,onF,onF,souiller,V,TRUE,suj,ɔ̃,suj,0,_~_ɔ̃,1,0.333333333333333,0.298590391874313,0.647135058728244
soul,f,sul,0.2,1.71,9739,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
soulagement,m,su.la.ʒə.mɑ̃,21.22,4.94,32523,suffix,suffix,0,0,0,ment,ment,soulager,V,TRUE,sulaʒ,əmɑ̃,sulaʒ,0,_~_əmɑ̃,114,0.678571428571429,0.447997510433197,0.604898523893943
soulèvement,m,su.lɛ.və.mɑ̃,2.36,1.04,22450,suffix,suffix,0,0,0,ment,ment,soulever,V,TRUE,sulɛv,əmɑ̃,sulɛv,0,_~_əmɑ̃,114,0.678571428571429,0.086223438382149,0.535591609605443
soûlot,m,su.lo,0.27,0.29,23,suffix,suffix,0,0,0,ot,ot,soûl,A,TRUE,UNKNOWN,o,sul,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.52579140663147,0.102997356857623
soupente,f,su.pɑ̃t,3.11,0.19,402,prefix,prefix,sous,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
souper,m,su.pe,7.7,6.48,10391,conversion,conversion-VINF,0,0,VINF,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
soupir,m,su.piʁ,35.95,7.85,24790,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sourate,f,su.ʁat,0.2,0.14,17169,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sourcil,m,suʁ.si,47.64,5.85,22294,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sourd-muet,m,suʁ.mɥɛ,1.01,1.48,1687,conversion,conversion-A,0,ADJ-ADJ,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sourdingue,f,suʁ.dɛ̃g,0.61,0.04,63,conversion,conversion-A,0,0,A,ingue,ingue,sourd,A,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
souris,f,su.ʁi,22.57,21.94,119894,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sous-alimentation,f,su.za.li.mɑ̃.ta.sjɔ̃,0.27,0.03,1236,prefix,prefix,sous,0,0,ion,ion,alimenter,V,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
sous-bois,m,su.bwa,7.57,0.49,7510,prefix,prefix,sous,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sous-chef,m,su.ʃɛf,0.88,0.73,1800,prefix,prefix,sous,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sous-entendu,m,su.zɑ̃.tɑ̃.dy,5.34,0.77,6472,conversion,conversion-A,sous,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sous-fifre,m,su.fifʁ,0.41,0.72,1326,prefix,prefix,sous,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sous-homme,m,su.zɔm,0.61,0.2,2013,prefix,prefix,sous,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sous-marin,m,su.ma.ʁɛ̃,6.42,11.14,26080,prefix,prefix,sous,0,0,in,in,mer,N,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
sous-tasse,f,su.tas,0.2,0.11,157,prefix,prefix,sous,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sous-titrage,m,su.ti.tʁaʒ,0,54.64,4503,suffix,suffix,sous,0,0,age,age,sous-titrer,V,TRUE,sutitʁ,aʒ,sutitʁ,0,_~_aʒ,74,0.850574712643678,0.593711018562317,0.532453667326345
sous-titre,m,su.titʁ,0.95,23.09,21746,prefix,prefix,sous,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sous-ventrière,f,su.vɑ̃.tʁi.jɛʁ,0.47,0.03,90,prefix,prefix,sous,0,0,ière,ier,ventre,N,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
soussou,m,su.su,0.54,0,249,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
soutenant,m,su.tə.nɑ̃,0.41,0.01,2949,suffix,suffix,0,0,0,ant,ant,soutenir,V,TRUE,sutən,ɑ̃,sutən,0,_~_ɑ̃,38,1,0.438197910785675,0.632124470688767
souteneur,m,su.tə.nœʁ,1.89,1.36,1277,suffix,suffix,0,0,0,eurM,eurM1,soutenir,V,TRUE,sutən,œʁ,sutən,0,_~_œʁ,134,0.761363636363636,-0.042558919638395,0.515401197882954
souterrain,m,su.tE.ʁɛ̃,5.07,2.9,9494,conversion,conversion-A,sous,0,A,ain,ain,terre,N,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
soutien-gorge,m,su.tjɛ̃.gɔʁʒ,8.65,5.86,10755,polylexical,native_compound,0,VERB-NOUN,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
soutif,m,su.tif,0.2,2.11,1532,nonconcat,apocope_with_appendix,0,VERB-NOUN,0,if,if,soutien-gorge,N,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
souvenir,m,su.və.niʁ,197.03,63.24,357371,conversion,conversion-VINF,0,0,VINF,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
souveraineté,f,su.və.ʁɛ.nə.te,10.81,0.63,83414,suffix,suffix,0,0,0,té,ité,souverain,A,TRUE,suvəʁɛn,əte,suvəʁɛn,0,_~_əte,6,0.6,0.575936496257782,0.62575858484059
spa,m,spa,0,1.05,10334,simplex,antonomasia,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spadassin,m,spa.da.sɛ̃,1.15,0.02,692,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sparadrap,m,spa.ʁa.dʁa,1.96,1.78,2385,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spartiate,m,spaʁ.sjat,0.34,0.36,2975,simplex,native_simplex,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spasme,m,spasm,6.76,2.13,7767,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spatule,f,spa.tyl,1.82,0.45,9289,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
speakerine,f,spi.kʁin,3.99,1.25,522,suffix,suffix,0,0,0,ine,ine,speaker,N,TRUE,spikœʁ,in,spikʁ,1,_œ_~__in,1,0.083333333333333,0.539788722991943,0.119772716913169
spectre,m,spɛktʁ,6.96,4.25,65365,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spider,m,spi.dɛʁ,0.41,3.27,5717,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spire,f,spiʁ,0.81,0.23,5496,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spiritueux,m,spi.ʁi.tɥø,0.61,0.41,4792,conversion,conversion-A,0,0,A,eux,eux,esprit,N,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
spleen,m,splin,1.55,0.11,3724,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
splendeur,f,splɑ̃.dœʁ,14.59,5.02,27831,suffix,suffix,0,0,0,eurF,eurF,splendide,A,TRUE,splɑ̃d,œʁ,splɑ̃d,0,_~_œʁ,11,0.846153846153846,0.504879772663116,0.664646235998126
sponsor,m,spɔ̃n.sɔʁ,0.2,2.72,30234,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spoon,m,spun,0,0.31,976,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spore,f,spɔʁ,0.14,0.91,8160,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sport,m,spɔʁ,20.81,30.04,586065,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sprat,m,spʁat,0.14,0.4,209,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,m,spʁiŋ,0.68,0.83,11787,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
springer,m,spʁin.gœʁ,0,0.59,3209,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
squale,m,skwal,0.2,0.47,1352,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
squat,m,skwat,0,1.23,9969,simplex,borrowing,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
squaw,f,skwo,6.08,0,461,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stabilisateur,m,sta.bi.li.za.tœʁ,0,0.84,5175,suffix,suffix,0,0,A,eurM,eurM2,stabiliser,V,TRUE,stabiliz,atœʁ,stabiliz,0,_~_atœʁ,22,0.125,0.2730333507061,0.64045889679247
stabilisation,f,sta.bi.li.za.sjɔ̃,0.41,0.36,31823,suffix,suffix,0,0,0,ion,ion,stabiliser,V,TRUE,stabiliz,asjɔ̃,stabiliz,0,_~_asjɔ̃,83,0.597122302158273,0.581922054290772,0.751574441872144
stabilité,f,sta.bi.li.te,3.18,1.81,133831,suffix,suffix,0,0,0,ité,ité,stable,A,TRUE,stabl,ite,stabil,1,_~_iite,8,0.145454545454545,0.461380064487457,0.708763641862708
staccato,m,sta.ka.to,0.41,0.02,272,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stakhanoviste,f,sta.ka.nO.vist,0.07,0.27,491,suffix,suffix,0,0,A,iste,iste,Stakhanov,NP,TRUE,UNKNOWN,ist,stakanOv,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
stakhanoviste,m,sta.ka.nO.vist,0.07,0.27,491,suffix,suffix,0,0,0,iste,iste,Stakhanov,NP,TRUE,UNKNOWN,ist,stakanOv,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
stalagmite,f,sta.la.gmit,0.34,0.12,1146,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stalinien,m,sta.li.njɛ̃,1.69,0.05,2,suffix,suffix,0,0,A,ien,ien,Staline,NP,TRUE,UNKNOWN,jɛ̃,stalin,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
stand,m,stɑ̃d,3.72,7.02,111952,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stand-by,m,stɑ̃d.baj,0.07,0.83,1160,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
standardiste,m,stɑ̃.daʁ.dist,1.55,0.56,2431,suffix,suffix,0,0,0,iste,iste,standard,N,TRUE,stɑ̃daʁ,ist,stɑ̃daʁd,1,_~_dist,2,0.021505376344086,0.078561022877693,0.453266887325231
standing,m,stɑ̃.diŋ,2.03,1,20269,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
start-up,f,staʁ.tœp,0,0.35,15930,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stase,f,staz,0.07,1.23,2566,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stationnement,m,sta.sjɔ.nə.mɑ̃,2.64,1.83,77404,suffix,suffix,0,0,0,ment,ment,stationner,V,TRUE,stasjOn,əmɑ̃,stasjɔn,0,_O_~_ɔ_əmɑ̃,27,0.160714285714286,0.541972637176514,0.601415640074606
statuaire,f,sta.tɥɛʁ,0.88,0,3603,suffix,suffix,0,0,A,aire,aire,statue,N,TRUE,staty,ɛʁ,statɥ,1,_y~_ɥɛʁ,1,0.03030303030303,0.726068735122681,0.2435637400808
statut,m,sta.ty,5.74,6.13,465020,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
steamer,m,sti.mœʁ,0.27,0.06,764,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stentor,m,stɑ̃.tɔʁ,0.88,0.04,1300,simplex,antonomasia,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
steppe,f,stɛp,18.65,2.78,8080,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
